,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedent_transaction_count,consequent_transaction_count
117,frozenset({'pie'}),"frozenset({'cookies', 'savoury'})",0.2130936063855519,0.031524631137628,0.007175683302426832,0.033673855467272036,1.0681760341702686,0.0004579859633354194,1.002224118991092,0.08110839933689436,"(2643,)","(1631, 1800)"
69,frozenset({'savoury'}),frozenset({'pie'}),0.1451261791502056,0.2130936063855519,0.03184713375796178,0.21944444444444444,1.0298030436793206,0.0009216728618887844,1.0081363049864815,0.03385356664044205,"(1800,)","(2643,)"
68,frozenset({'pie'}),frozenset({'savoury'}),0.2130936063855519,0.1451261791502056,0.03184713375796178,0.14945138100643207,1.0298030436793206,0.0009216728618887844,1.005085190616551,0.036777599086947436,"(2643,)","(1800,)"
29,frozenset({'breakfast'}),frozenset({'pie'}),0.03813593485447069,0.2130936063855519,0.008304442473595098,0.21775898520084566,1.0218935654355235,0.0001779185825714711,1.0059641194044162,0.022273944286655942,"(473,)","(2643,)"
28,frozenset({'pie'}),frozenset({'breakfast'}),0.2130936063855519,0.03813593485447069,0.008304442473595098,0.038970866439651905,1.0218935654355235,0.0001779185825714711,1.0008687890471,0.02722624542416039,"(2643,)","(473,)"
4,frozenset({'bread'}),frozenset({'catering'}),0.12859791985809885,0.07619124405385794,0.009755704265097155,0.07586206896551725,0.9956796205072069,-4.2331231629718497e-05,0.9996438030760493,-0.004954804151322285,"(1595,)","(945,)"
5,frozenset({'catering'}),frozenset({'bread'}),0.07619124405385794,0.12859791985809885,0.009755704265097155,0.12804232804232804,0.9956796205072067,-4.2331231629718497e-05,0.9993628224928357,-0.0046750375108583,"(945,)","(1595,)"
52,frozenset({'pie'}),frozenset({'cookies'}),0.2130936063855519,0.13150044344110295,0.02676771748770459,0.12561483163072268,0.9552426466682118,-0.001254186246459333,0.9932688567655409,-0.05619649213560181,"(2643,)","(1631,)"
53,frozenset({'cookies'}),frozenset({'pie'}),0.13150044344110295,0.2130936063855519,0.02676771748770459,0.20355610055180873,0.9552426466682117,-0.001254186246459333,0.9880248868246073,-0.0511872284101759,"(1631,)","(2643,)"
65,frozenset({'pie'}),frozenset({'pastry'}),0.2130936063855519,0.06659679109892767,0.013303233088768846,0.06242905788876277,0.9374184079834439,-0.000888117300206874,0.9955547542879476,-0.07820332073475852,"(2643,)","(826,)"
64,frozenset({'pastry'}),frozenset({'pie'}),0.06659679109892767,0.2130936063855519,0.013303233088768846,0.19975786924939468,0.9374184079834439,-0.000888117300206874,0.9833353723533043,-0.06674864717504356,"(826,)","(2643,)"
88,frozenset({'cakes'}),"frozenset({'bread', 'savoury'})",0.489639603321777,0.039587196645972746,0.008546319438845441,0.017454305944343818,0.44090785463889287,-0.010837139823509834,0.9774739324231619,-0.7130240087592302,"(6073,)","(1595, 1800)"
85,"frozenset({'bread', 'savoury'})",frozenset({'cakes'}),0.039587196645972746,0.489639603321777,0.008546319438845441,0.2158859470468432,0.4409078546388928,-0.010837139823509834,0.6508752071922274,-0.5690240654898615,"(1595, 1800)","(6073,)"
34,frozenset({'cookies'}),frozenset({'cakes'}),0.13150044344110295,0.489639603321777,0.026364589212287348,0.2004904966278357,0.40946544206735486,-0.03802323575085208,0.6383418765200781,-0.6241413801470509,"(1631,)","(6073,)"
35,frozenset({'cakes'}),frozenset({'cookies'}),0.489639603321777,0.13150044344110295,0.026364589212287348,0.05384488720566442,0.40946544206735486,-0.03802323575085208,0.9179251317407209,-0.7386210613406015,"(6073,)","(1631,)"
43,frozenset({'squares'}),frozenset({'cakes'}),0.025477707006369428,0.489639603321777,0.005079416270257196,0.19936708860759492,0.4071710851309073,-0.007395478081889989,0.637446187155409,-0.5990432612312813,"(316,)","(6073,)"
42,frozenset({'cakes'}),frozenset({'squares'}),0.489639603321777,0.025477707006369428,0.005079416270257196,0.010373785608430759,0.4071710851309073,-0.007395478081889989,0.9847377513062093,-0.7404503442633726,"(6073,)","(316,)"
78,"frozenset({'bread', 'cookies'})",frozenset({'cakes'}),0.027654599693622512,0.489639603321777,0.005401918890590986,0.19533527696793002,0.39893684179700906,-0.008138868333416874,0.6342522321037337,-0.6077683249694911,"(1595, 1631)","(6073,)"
83,frozenset({'cakes'}),"frozenset({'bread', 'cookies'})",0.489639603321777,0.027654599693622512,0.005401918890590986,0.0110324386629343,0.39893684179700906,-0.008138868333416874,0.9831924102665053,-0.7469734176218328,"(6073,)","(1595, 1631)"
25,frozenset({'cakes'}),frozenset({'breakfast'}),0.489639603321777,0.03813593485447069,0.00725630895751028,0.014819693726329656,0.388601820904158,-0.01141655505693788,0.9763330214990472,-0.7550687694838989,"(6073,)","(473,)"
24,frozenset({'breakfast'}),frozenset({'cakes'}),0.03813593485447069,0.489639603321777,0.00725630895751028,0.19027484143763213,0.38860182090415796,-0.01141655505693788,0.6302884272292415,-0.6205952100366119,"(473,)","(6073,)"
47,frozenset({'catering'}),frozenset({'pie'}),0.07619124405385794,0.2130936063855519,0.0061275497863420144,0.08042328042328042,0.37740822818386194,-0.01010831718409631,0.8557267456451708,-0.6410245628788674,"(945,)","(2643,)"
46,frozenset({'pie'}),frozenset({'catering'}),0.2130936063855519,0.07619124405385794,0.0061275497863420144,0.028755202421490732,0.37740822818386194,-0.01010831718409631,0.9511595410851786,-0.6770416851165137,"(2643,)","(945,)"
3,frozenset({'cakes'}),frozenset({'bread'}),0.489639603321777,0.12859791985809885,0.022252680803031524,0.04544706076074428,0.3534043226429538,-0.04071395366429366,0.9128902592205909,-0.7818954551815683,"(6073,)","(1595,)"
2,frozenset({'bread'}),frozenset({'cakes'}),0.12859791985809885,0.489639603321777,0.022252680803031524,0.17304075235109717,0.3534043226429538,-0.04071395366429366,0.6171530194857967,-0.6773806362927965,"(1595,)","(6073,)"
109,"frozenset({'cookies', 'savoury'})",frozenset({'cakes'}),0.031524631137628,0.489639603321777,0.005240667580424091,0.1662404092071611,0.3395158563142465,-0.01019504030466942,0.6121193714760282,-0.66762986095266,"(1631, 1800)","(6073,)"
112,frozenset({'cakes'}),"frozenset({'cookies', 'savoury'})",0.489639603321777,0.031524631137628,0.005240667580424091,0.010703112135682528,0.3395158563142465,-0.01019504030466942,0.9789532148970015,-0.792175767426778,"(6073,)","(1631, 1800)"
41,frozenset({'savoury'}),frozenset({'cakes'}),0.1451261791502056,0.489639603321777,0.023220188664032894,0.16,0.32677095340029644,-0.04783933612667891,0.6075719008074084,-0.7067450302506482,"(1800,)","(6073,)"
40,frozenset({'cakes'}),frozenset({'savoury'}),0.489639603321777,0.1451261791502056,0.023220188664032894,0.0474230199242549,0.3267709534002964,-0.04783933612667891,0.8974327941263269,-0.8014631507139327,"(6073,)","(1800,)"
32,frozenset({'cakes'}),frozenset({'catering'}),0.489639603321777,0.07619124405385794,0.009997581230347496,0.02041824468960975,0.26798676072511085,-0.027308669284776203,0.9430644771996841,-0.8425730951458834,"(6073,)","(945,)"
33,frozenset({'catering'}),frozenset({'cakes'}),0.07619124405385794,0.489639603321777,0.009997581230347496,0.1312169312169312,0.2679867607251108,-0.027308669284776203,0.5874428439231679,-0.7472712056003366,"(945,)","(6073,)"
37,frozenset({'cakes'}),frozenset({'pastry'}),0.489639603321777,0.06659679109892767,0.007981939853261307,0.01630166309896262,0.24478151018938668,-0.024626486522920883,0.9488713906354557,-0.8580611727421823,"(6073,)","(826,)"
36,frozenset({'pastry'}),frozenset({'cakes'}),0.06659679109892767,0.489639603321777,0.007981939853261307,0.1198547215496368,0.24478151018938668,-0.024626486522920883,0.5798592677526991,-0.7677338280247497,"(826,)","(6073,)"
39,frozenset({'cakes'}),frozenset({'pie'}),0.489639603321777,0.2130936063855519,0.021204547286946707,0.043306438333607776,0.20322730028442573,-0.0831345216140818,0.8225271133253947,-0.8848194308185978,"(6073,)","(2643,)"
