Sale ID,Date,Order ID,Order,Product,Net sales,Payment type,Credit card,Credit card type,Billing country,Refunds,Net payments,returned_item_rate,product_type,sales_count,Count Per Order
13087920095372,2022-06-01 09:55:27+00:00,4089814286476,#19176,buttertarts,22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,147.15,0.02301,pastry,368,3
13087920160908,2022-06-01 09:55:27+00:00,4089814286476,#19176,buttertarts,22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,147.15,0.02301,pastry,368,3
13087920193676,2022-06-01 09:55:27+00:00,4089814286476,#19176,baked fruit tart,20.95,Shopify Payments,Mastercard,Standard,Canada,0.0,147.15,0.02238,pie,275,2
13087920029836,2022-06-01 09:55:27+00:00,4089814286476,#19176,baked fruit tart,13.5,Shopify Payments,Mastercard,Standard,Canada,0.0,147.15,0.02238,pie,275,2
13087920062604,2022-06-01 09:55:27+00:00,4089814286476,#19176,breakfast pastry platter,40.0,Shopify Payments,Mastercard,Standard,Canada,0.0,147.15,0.00724,breakfast,119,1
13087920128140,2022-06-01 09:55:27+00:00,4089814286476,#19176,buttertarts,22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,147.15,0.02301,pastry,368,3
13088180994188,2022-06-01 12:08:35+00:00,4089902530700,#19177,sandwich platter,152.0,Manual,Manual,Manual,Canada,0.0,171.76,0.07236,catering,272,1
13088418070668,2022-06-01 12:57:25+00:00,4089942933644,#19178,cookie trays  individually wrapped,56.0,PayPal Payments Standard,PayPal,PayPal,Canada,0.0,63.28,0.0238,cookies,176,1
13088634470540,2022-06-01 13:24:44+00:00,4089973964940,#19179,chocolate buttercake,24.0,Shopify Payments,Mastercard,Standard,Canada,0.0,24.0,0.021,cakes,595,1
13088779862156,2022-06-01 13:57:28+00:00,4089998246028,#19180,apple raisin walnut loaf,15.95,Manual,Manual,Manual,Canada,0.0,15.95,0.0,loaf,68,1
13088820592780,2022-06-01 14:16:00+00:00,4090011058316,#19181,coconut cream pie,17.95,Shopify Payments,Mastercard,Standard,Canada,0.0,37.9,0.02169,pie,462,1
13088820625548,2022-06-01 14:16:00+00:00,4090011058316,#19181,chocolate chip cookie cake,19.95,Shopify Payments,Mastercard,Standard,Canada,0.0,37.9,0.04705,cakes,109,1
13088832192652,2022-06-01 14:22:10+00:00,4090015187084,#19182,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,22.5,0.05241,cakes,971,1
13088843399308,2022-06-01 14:27:50+00:00,4090018955404,#19183,buttertarts,22.5,Shopify Payments,Visa,Standard,Canada,0.0,40.0,0.02301,pastry,368,1
13088853065868,2022-06-01 14:33:57+00:00,4090022756492,#19184,vanilla buttercake,48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,48.0,0.046,cakes,1231,1
13089177108620,2022-06-01 14:58:55+00:00,4090050150540,#19185,carrot cake,48.0,Manual,Manual,Manual,Canada,0.0,48.0,0.04557,cakes,483,1
13089384693900,2022-06-01 15:26:38+00:00,4090080985228,#19186,chocolate salted caramel cake,48.0,Shopify Payments,American Express,Premium,Canada,0.0,48.0,0.03214,cakes,318,1
13089701658764,2022-06-01 15:45:37+00:00,4090143211660,#19187,chocolate buttercake,24.0,Shopify Payments,Mastercard,Standard,Canada,0.0,24.0,0.021,cakes,595,1
13089803010188,2022-06-01 15:54:52+00:00,4090159562892,#19188,chocolate salted caramel cake,48.0,Manual,Manual,Manual,Canada,0.0,48.0,0.03214,cakes,318,1
13090672246924,2022-06-01 16:42:03+00:00,4090474922124,#19189,white chocolate cheesecake  choice of fruit,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.00806,cakes,127,1
13090760327308,2022-06-01 16:55:53+00:00,4090509983884,#19190,6 cupcakes,67.5,Shopify Payments,Visa,Standard,Canada,0.0,229.2,0.05241,cakes,971,1
13090760261772,2022-06-01 16:55:53+00:00,4090509983884,#19190,cheese platter,92.0,Shopify Payments,Visa,Standard,Canada,0.0,229.2,0.06422,catering,108,1
13090760294540,2022-06-01 16:55:53+00:00,4090509983884,#19190,fruit platter,62.0,Shopify Payments,Visa,Standard,Canada,0.0,229.2,0.07428,catering,177,1
13091142762636,2022-06-01 17:33:22+00:00,4090590429324,#19191,coconut cream pie,25.95,Manual,Manual,Manual,Canada,0.0,48.95,0.02169,pie,462,1
13091142729868,2022-06-01 17:33:22+00:00,4090590429324,#19191,6 peanut butter cookies,23.0,Manual,Manual,Manual,Canada,0.0,48.95,0.00671,cookies,176,1
13091178709132,2022-06-01 17:41:22+00:00,4090604126348,#19192,white chocolate cheesecake  choice of fruit,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.00806,cakes,127,1
13091733930124,2022-06-01 18:23:28+00:00,4090677428364,#19193,chocolate buttercake,59.0,Manual,Manual,Manual,Canada,0.0,59.0,0.021,cakes,595,1
13091862184076,2022-06-01 18:58:11+00:00,4090719928460,#19195,chicken pot pie,45.0,Manual,Manual,Manual,Canada,0.0,65.95,0.02407,savoury,361,1
13091862216844,2022-06-01 18:58:11+00:00,4090719928460,#19195,guinness  ginger cake,20.95,Manual,Manual,Manual,Canada,0.0,65.95,0.0042,pastry,439,1
13091874275468,2022-06-01 19:01:52+00:00,4090724483212,#19196,2lb mac  cheese,22.5,Shopify Payments,Visa,Standard,Canada,0.0,132.45,0.0,savoury,151,1
13092045193356,2022-06-01 19:26:10+00:00,4090750173324,#19198,chocolate buttercake,110.0,Shopify Payments,Visa,Standard,Canada,0.0,110.0,0.021,cakes,595,2
13092045193356,2022-06-01 19:26:10+00:00,4090750173324,#19198,chocolate buttercake,110.0,Manual,Manual,Manual,Canada,0.0,31.0,0.021,cakes,595,2
13092049879180,2022-06-01 19:27:55+00:00,4090751942796,#19199,confetti cake,65.0,Shopify Payments,Visa,Standard,Canada,0.0,65.0,0.0147,cakes,308,1
13092050927756,2022-06-01 19:28:16+00:00,4090752368780,#19200,vanilla buttercake,41.0,Manual,Manual,Manual,Canada,0.0,41.0,0.03663,cakes,1231,1
13092300882060,2022-06-01 20:27:38+00:00,4090825801868,#19202,chocolate peanut butter cake,48.0,Shopify Payments,Visa,Standard,Canada,0.0,48.0,0.02564,cakes,179,1
13092450893964,2022-06-01 21:15:30+00:00,4090873872524,#19203,vegan chocolate cake,55.0,PayPal Payments Standard,PayPal,PayPal,Canada,0.0,55.0,0.02116,cakes,222,1
13092829167756,2022-06-01 22:20:35+00:00,4090945798284,#19204,guinness  ginger cake,20.95,Shopify Payments,Mastercard,Standard,Canada,0.0,20.95,0.0042,pastry,439,1
13092957192332,2022-06-01 22:26:56+00:00,4090959659148,#19205,chocolate buttercake,41.0,Shopify Payments,Visa,Standard,Canada,0.0,41.0,0.021,cakes,595,1
13092983144588,2022-06-01 22:40:49+00:00,4090968735884,#19206,6 oatmeal raisin cookies,23.0,Shopify Payments,Mastercard,Standard,Canada,0.0,23.0,0.00606,cookies,99,1
13093340151948,2022-06-01 23:47:13+00:00,4091024441484,#19207,6 blueberry lemon buns,27.0,Shopify Payments,Visa,Standard,Canada,0.0,134.85,0.05172,breakfast,66,1
13093340053644,2022-06-01 23:47:13+00:00,4091024441484,#19207,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,134.85,0.05241,cakes,971,1
13093340217484,2022-06-01 23:47:13+00:00,4091024441484,#19207,breakfast pastry platter,40.0,Shopify Payments,Visa,Standard,Canada,0.0,134.85,0.00724,breakfast,119,1
13093340119180,2022-06-01 23:47:13+00:00,4091024441484,#19207,strawberry rhubarb pie,19.95,Shopify Payments,Visa,Standard,Canada,0.0,134.85,0.04,pie,120,1
13093340184716,2022-06-01 23:47:13+00:00,4091024441484,#19207,italian bread,8.7,Shopify Payments,Visa,Standard,Canada,0.0,134.85,0.02873,bread,140,1
13093340086412,2022-06-01 23:47:13+00:00,4091024441484,#19207,6 oatmeal raisin cookies,11.5,Shopify Payments,Visa,Standard,Canada,0.0,134.85,0.00606,cookies,99,1
13093484757132,2022-06-02 00:26:37+00:00,4091055177868,#19208,cookie trays  individually wrapped,28.0,Shopify Payments,Mastercard,Standard,Canada,0.0,31.64,0.0238,cookies,176,1
13093659377804,2022-06-02 01:54:12+00:00,4091115012236,#19209,confetti cake,65.0,Shopify Payments,Visa,Standard,Canada,0.0,65.0,0.0147,cakes,308,6
13093659377804,2022-06-02 01:54:12+00:00,4091115012236,#19209,confetti cake,65.0,Shopify Payments,Visa,Standard,Canada,0.0,5.0,0.0147,cakes,308,6
13095284506764,2022-06-02 14:16:18+00:00,4091555741836,#19210,vanilla buttercake,24.0,Shopify Payments,Visa,Standard,Canada,0.0,24.0,0.03663,cakes,1231,1
13095294828684,2022-06-02 14:21:28+00:00,4091559379084,#19211,vanilla buttercake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.046,cakes,1231,1
13095359447180,2022-06-02 14:51:43+00:00,4091584118924,#19212,trifle cake,32.0,Shopify Payments,American Express,Premium,Canada,0.0,32.0,0.03797,cakes,494,1
13095438188684,2022-06-02 15:27:27+00:00,4091612692620,#19213,trifle cake,65.0,Manual,Manual,Manual,Canada,0.0,65.0,0.03797,cakes,494,1
13095581909132,2022-06-02 16:34:56+00:00,4091665219724,#19214,vanilla buttercake,65.0,Manual,Manual,Manual,Canada,0.0,65.0,0.046,cakes,1231,1
13095612416140,2022-06-02 16:48:01+00:00,4091676295308,#19215,chocolate raspberry mousse cake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.03055,cakes,726,2
13095703511180,2022-06-02 17:25:15+00:00,4091706900620,#19216,6 cupcakes,22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,22.5,0.05241,cakes,971,1
13095753449612,2022-06-02 17:46:34+00:00,4091725119628,#19217,chicken pot pie,45.0,Shopify Payments,Mastercard,Standard,Canada,0.0,68.5,0.02407,savoury,361,1
13095753482380,2022-06-02 17:46:34+00:00,4091725119628,#19217,quiche,23.5,Shopify Payments,Mastercard,Standard,Canada,0.0,68.5,0.02377,savoury,865,1
13095807615116,2022-06-02 18:09:13+00:00,4091743895692,#19218,vanilla buttercake,24.0,Shopify Payments,Visa,Standard,Canada,0.0,24.0,0.03663,cakes,1231,1
13095905362060,2022-06-02 18:54:53+00:00,4091779940492,#19219,quiche,23.5,Manual,Manual,Manual,Canada,0.0,23.5,0.02377,savoury,865,1
13096234385548,2022-06-02 19:35:15+00:00,4091828600972,#19220,8inch lemon meringue pie,15.95,Manual,Manual,Manual,Canada,0.0,63.95,0.0,pie,313,1
13096234352780,2022-06-02 19:35:15+00:00,4091828600972,#19220,carrot cake,48.0,Manual,Manual,Manual,Canada,0.0,63.95,0.04557,cakes,483,1
13096258994316,2022-06-02 19:48:32+00:00,4091838693516,#19221,baked fruit tart,20.95,Manual,Manual,Manual,Canada,0.0,20.95,0.02238,pie,275,1
13098928504972,2022-06-02 20:40:05+00:00,4092052897932,#19222,chocolate salted caramel cake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.03214,cakes,318,1
13099717099660,2022-06-02 21:20:12+00:00,4092123119756,#19223,vegan chocolate cake,55.0,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.02116,cakes,222,1
13099717165196,2022-06-02 21:20:12+00:00,4092123119756,#19223,carrot cake,48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.04557,cakes,483,1
13099717132428,2022-06-02 21:20:12+00:00,4092123119756,#19223,lemon cheesecake,68.0,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.04347,cakes,109,3
13099717197964,2022-06-02 21:20:12+00:00,4092123119756,#19223,6 cupcakes,22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.05241,cakes,971,2
13099726733452,2022-06-02 21:25:59+00:00,4092126658700,#19224,vanilla vegan cake,55.0,PayPal Payments Standard,PayPal,PayPal,Canada,0.0,55.0,0.02419,cakes,149,1
13100401164428,2022-06-02 22:15:15+00:00,4092194324620,#19225,baked fruit tart,40.5,Shopify Payments,Mastercard,Standard,Canada,0.0,40.5,0.02238,pie,275,1
13102664876172,2022-06-02 22:55:50+00:00,4092340568204,#19226,chocolate raspberry mousse cake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.03055,cakes,726,1
13115476639884,2022-06-03 12:51:30+00:00,4093294084236,#19228,confetti cake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.0147,cakes,308,1
13116317597836,2022-06-03 15:40:22+00:00,4093446488204,#19230,vanilla buttercake,48.0,Manual,Manual,Manual,Canada,0.0,48.0,0.046,cakes,1231,1
13116977774732,2022-06-03 19:45:25+00:00,4093652074636,#19233,buttertarts,45.0,Manual,Manual,Manual,Canada,0.0,135.0,0.02301,pastry,368,5
13116977741964,2022-06-03 19:45:25+00:00,4093652074636,#19233,buttertarts,45.0,Manual,Manual,Manual,Canada,0.0,135.0,0.02301,pastry,368,5
13116977709196,2022-06-03 19:45:25+00:00,4093652074636,#19233,buttertarts,45.0,Manual,Manual,Manual,Canada,0.0,135.0,0.02301,pastry,368,5
13117170155660,2022-06-03 20:50:58+00:00,4093706207372,#19234,chocolate raspberry mousse cake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.02836,cakes,726,1
13117228941452,2022-06-03 21:22:38+00:00,4093728293004,#19235,carrot cake,70.0,Shopify Payments,Mastercard,Standard,Canada,0.0,70.0,0.04557,cakes,483,1
13117366403212,2022-06-03 22:41:03+00:00,4093775970444,#19236,baked fruit tart,13.5,Shopify Payments,Mastercard,Standard,Canada,0.0,41.45,0.02238,pie,275,1
13117366435980,2022-06-03 22:41:03+00:00,4093775970444,#19236,apple pie,27.95,Shopify Payments,Mastercard,Standard,Canada,0.0,41.45,0.0172,pie,888,1
13117432463500,2022-06-03 23:13:04+00:00,4093795336332,#19237,chocolate raspberry mousse cake,48.0,PayPal Payments Standard,PayPal,PayPal,Canada,0.0,48.0,0.03055,cakes,726,1
13118930747532,2022-06-04 03:48:22+00:00,4093996400780,#19238,multigrain sourdough,14.5,Shopify Payments,Visa,Standard,Canada,0.0,27.0,0.00433,bread,309,1
13119717245068,2022-06-04 14:00:04+00:00,4094292787340,#19239,6 white chocolate cranberry scones,22.5,PayPal Payments Standard,PayPal,PayPal,Canada,0.0,44.8,0.01704,scones,143,1
13119717310604,2022-06-04 14:00:04+00:00,4094292787340,#19239,coconut cream pie,17.95,PayPal Payments Standard,PayPal,PayPal,Canada,0.0,44.8,0.02169,pie,462,1
13119717277836,2022-06-04 14:00:04+00:00,4094292787340,#19239,italian bread,4.35,PayPal Payments Standard,PayPal,PayPal,Canada,0.0,44.8,0.02873,bread,140,1
13120022347916,2022-06-04 16:38:39+00:00,4094411800716,#19240,chocolate raspberry mousse cake,48.0,Manual,Manual,Manual,Canada,0.0,54.7,0.02836,cakes,726,2
13120053248140,2022-06-04 16:56:50+00:00,4094424252556,#19241,baileys  coffee cake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.04102,cakes,233,1
13120143163532,2022-06-04 17:41:15+00:00,4094458232972,#19242,carrot cake,48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,48.0,0.04557,cakes,483,2
13120196640908,2022-06-04 18:06:03+00:00,4094478712972,#19243,quiche,23.5,Manual,Manual,Manual,Canada,0.0,104.0,0.02377,savoury,865,3
13120196706444,2022-06-04 18:06:03+00:00,4094478712972,#19243,6 buttermilk biscuits,33.5,Manual,Manual,Manual,Canada,0.0,104.0,0.0,scones,65,1
13120196673676,2022-06-04 18:06:03+00:00,4094478712972,#19243,quiche,23.5,Manual,Manual,Manual,Canada,0.0,104.0,0.02377,savoury,865,3
13120196608140,2022-06-04 18:06:03+00:00,4094478712972,#19243,quiche,23.5,Manual,Manual,Manual,Canada,0.0,104.0,0.02377,savoury,865,3
13120389480588,2022-06-04 19:43:27+00:00,4094549000332,#19244,carrot cake,32.0,Manual,Manual,Manual,Canada,0.0,32.0,0.0,cakes,483,1
13120415793292,2022-06-04 19:57:03+00:00,4094559518860,#19245,chocolate chip cookie cake,19.95,Shopify Payments,Visa,Standard,Canada,0.0,19.95,0.04705,cakes,109,1
13120417464460,2022-06-04 19:57:52+00:00,4094560206988,#19246,6 cupcakes,22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,22.5,0.05241,cakes,971,1
13120904921228,2022-06-05 01:12:34+00:00,4094741217420,#19247,6 oatmeal chocolate chip cookies,6.95,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.04054,cookies,106,1
13120905150604,2022-06-05 01:12:34+00:00,4094741217420,#19247,2lb mac  cheese,22.5,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.0,savoury,151,1
13120905117836,2022-06-05 01:12:34+00:00,4094741217420,#19247,charcuterie board,15.0,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.04046,savoury,188,1
13120904986764,2022-06-05 01:12:34+00:00,4094741217420,#19247,6 carrot ginger pecan muffins,15.5,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.01449,muffin,63,1
13120904953996,2022-06-05 01:12:34+00:00,4094741217420,#19247,crostini,7.95,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.02013,bread,189,2
13120904953996,2022-06-05 01:12:34+00:00,4094741217420,#19247,crostini,7.95,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.02013,bread,189,2
13120905052300,2022-06-05 01:12:34+00:00,4094741217420,#19247,creamy tomato soup,12.0,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.10156,savoury,98,1
13120905085068,2022-06-05 01:12:34+00:00,4094741217420,#19247,quiche,23.5,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.02377,savoury,865,1
13120905019532,2022-06-05 01:12:34+00:00,4094741217420,#19247,chicken pot pie,15.25,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.02407,savoury,361,1
13123544023180,2022-06-05 13:10:21+00:00,4095339954316,#19248,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,45.0,0.05241,cakes,971,2
13123543990412,2022-06-05 13:10:21+00:00,4095339954316,#19248,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,45.0,0.05241,cakes,971,2
13123834019980,2022-06-05 16:09:07+00:00,4095449071756,#19249,vanilla buttercake,24.0,Shopify Payments,Mastercard,Standard,Canada,0.0,24.0,0.03663,cakes,1231,1
13123990061196,2022-06-05 17:32:08+00:00,4095505465484,#19250,6 croissants,23.7,Shopify Payments,Visa,Standard,Canada,0.0,55.75,0.02898,breakfast,136,1
13123989962892,2022-06-05 17:32:08+00:00,4095505465484,#19250,challah,8.25,Shopify Payments,Visa,Standard,Canada,0.0,55.75,0.02298,bread,68,1
13123989995660,2022-06-05 17:32:08+00:00,4095505465484,#19250,sourdough bread,5.95,Shopify Payments,Visa,Standard,Canada,0.0,55.75,0.00844,bread,333,1
13123990028428,2022-06-05 17:32:08+00:00,4095505465484,#19250,whole wheat bread,17.85,Shopify Payments,Visa,Standard,Canada,0.0,55.75,0.01891,bread,214,1
13124476993676,2022-06-05 20:52:37+00:00,4091676295308,#19215,chocolate raspberry mousse cake,-32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.03055,cakes,726,2
13124732387468,2022-06-05 23:57:10+00:00,4095741689996,#19252,baked goods gift box,48.0,Shopify Payments,Visa,Standard,Canada,0.0,54.24,0.01724,catering,314,4
13124732387468,2022-06-05 23:57:10+00:00,4095741689996,#19252,baked goods gift box,48.0,Shopify Payments,Visa,Standard,Canada,0.0,54.24,0.01724,catering,314,4
13124732387468,2022-06-05 23:57:10+00:00,4095741689996,#19252,baked goods gift box,48.0,Shopify Payments,Visa,Standard,Canada,0.0,12.43,0.01724,catering,314,4
13124732387468,2022-06-05 23:57:10+00:00,4095741689996,#19252,baked goods gift box,48.0,Shopify Payments,Visa,Standard,Canada,0.0,12.43,0.01724,catering,314,4
13125141627020,2022-06-06 00:57:47+00:00,4095895470220,#19253,vanilla buttercake,24.0,Shopify Payments,Visa,Standard,Canada,0.0,24.0,0.03663,cakes,1231,1
13127680950412,2022-06-06 11:54:57+00:00,4096902693004,#19254,chocolate buttercake,24.0,PayPal Payments Standard,PayPal,PayPal,Canada,0.0,24.0,0.021,cakes,595,1
13127706476684,2022-06-06 12:11:07+00:00,4096911278220,#19255,chocolate raspberry mousse cake,48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,48.0,0.03055,cakes,726,1
13127993393292,2022-06-06 14:48:21+00:00,4097017741452,#19256,chocolate raspberry mousse cake,48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,48.0,0.03055,cakes,726,1
13128424030348,2022-06-06 17:20:11+00:00,4097158840460,#19257,fruit platter,62.0,Shopify Payments,Visa,Standard,Canada,0.0,192.1,0.07428,catering,177,1
13128424063116,2022-06-06 17:20:11+00:00,4097158840460,#19257,crudit platter,36.0,Shopify Payments,Visa,Standard,Canada,0.0,192.1,0.05045,catering,434,2
13128424063116,2022-06-06 17:20:11+00:00,4097158840460,#19257,crudit platter,36.0,Shopify Payments,Visa,Standard,Canada,0.0,192.1,0.05045,catering,434,2
13128423997580,2022-06-06 17:20:11+00:00,4097158840460,#19257,breakfast pastry platter,72.0,Shopify Payments,Visa,Standard,Canada,0.0,192.1,0.00724,breakfast,119,1
13128577319052,2022-06-06 18:19:16+00:00,4097208483980,#19258,caramel chocolate chunk cheesecake,65.0,Shopify Payments,Visa,Standard,Canada,0.0,65.0,0.04524,cakes,258,1
13128639971468,2022-06-06 18:44:47+00:00,4097228308620,#19259,6 peanut butter hello dolly squares gluten free,23.7,Shopify Payments,Visa,Standard,Canada,0.0,98.7,0.04918,squares,54,1
13128639873164,2022-06-06 18:44:47+00:00,4097228308620,#19259,6 brownies,17.5,Shopify Payments,Visa,Standard,Canada,0.0,98.7,0.0505,squares,181,1
13128639905932,2022-06-06 18:44:47+00:00,4097228308620,#19259,6 lemon squares,17.5,Shopify Payments,Visa,Standard,Canada,0.0,98.7,0.0238,squares,84,1
13128639840396,2022-06-06 18:44:47+00:00,4097228308620,#19259,buttertarts,22.5,Shopify Payments,Visa,Standard,Canada,0.0,98.7,0.02301,pastry,368,1
13128659566732,2022-06-06 18:52:31+00:00,4097234993292,#19260,trifle cake,32.0,Shopify Payments,Mastercard,Standard,Canada,0.0,32.0,0.03797,cakes,494,1
13128809775244,2022-06-06 19:50:44+00:00,4097282703500,#19261,vanilla vegan cake,80.0,Shopify Payments,Visa,Standard,Canada,0.0,80.0,0.02419,cakes,149,4
13128809775244,2022-06-06 19:50:44+00:00,4097282703500,#19261,vanilla vegan cake,80.0,Shopify Payments,Visa,Standard,Canada,0.0,5.0,0.02419,cakes,149,4
13128954413196,2022-06-06 20:59:29+00:00,4097334411404,#19262,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,22.5,0.05241,cakes,971,1
13129025290380,2022-06-06 21:31:21+00:00,4097356267660,#19263,chocolate buttercake,41.0,Shopify Payments,Visa,Standard,Canada,0.0,41.0,0.021,cakes,595,6
13129025290380,2022-06-06 21:31:21+00:00,4097356267660,#19263,chocolate buttercake,41.0,Manual,Manual,Manual,Canada,0.0,7.0,0.021,cakes,595,6
13129142337676,2022-06-06 22:02:15+00:00,4097380417676,#19264,6 macarons,17.7,Shopify Payments,Mastercard,Standard,Canada,0.0,17.7,0.09871,cookies,197,1
13131200823436,2022-06-07 12:05:05+00:00,4097282703500,#19261,vegan chocolate cake,85.0,Shopify Payments,Visa,Standard,Canada,0.0,80.0,0.02116,cakes,222,2
13131200823436,2022-06-07 12:05:05+00:00,4097282703500,#19261,vegan chocolate cake,85.0,Shopify Payments,Visa,Standard,Canada,0.0,5.0,0.02116,cakes,222,2
13131200856204,2022-06-07 12:05:05+00:00,4097282703500,#19261,vanilla vegan cake,-80.0,Shopify Payments,Visa,Standard,Canada,0.0,80.0,0.02419,cakes,149,4
13131200856204,2022-06-07 12:05:05+00:00,4097282703500,#19261,vanilla vegan cake,-80.0,Shopify Payments,Visa,Standard,Canada,0.0,5.0,0.02419,cakes,149,4
13131255840908,2022-06-07 12:35:14+00:00,4094458232972,#19242,carrot cake,-48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,48.0,0.04557,cakes,483,2
13131256103052,2022-06-07 12:35:20+00:00,4097867972748,#19265,6 sprinkle shortbread,36.0,Shopify Payments,Mastercard,Standard,Canada,0.0,38.4,0.0054,cookies,106,1
13131598921868,2022-06-07 14:11:22+00:00,4092123119756,#19223,lemon cheesecake,48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.04347,cakes,109,3
13131598954636,2022-06-07 14:11:22+00:00,4092123119756,#19223,6 cupcakes,-22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.05241,cakes,971,2
13131598987404,2022-06-07 14:11:22+00:00,4092123119756,#19223,lemon cheesecake,-68.0,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.04347,cakes,109,3
13131890786444,2022-06-07 14:54:15+00:00,4097978237068,#19266,trifle cake,48.0,Shopify Payments,Visa,Standard,Canada,0.0,48.0,0.03797,cakes,494,1
13131918934156,2022-06-07 14:59:09+00:00,4097982201996,#19267,caramel chocolate chunk cheesecake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.04524,cakes,258,1
13131920703628,2022-06-07 15:00:07+00:00,4097982890124,#19268,24 piece square tray,39.0,Shopify Payments,Visa,Standard,Canada,0.0,44.07,0.05508,catering,452,2
13131920703628,2022-06-07 15:00:07+00:00,4097982890124,#19268,24 piece square tray,39.0,Shopify Payments,Visa,Standard,Canada,0.0,44.07,0.05508,catering,452,2
13131959795852,2022-06-07 15:14:06+00:00,4097994096780,#19269,baked goods gift box,48.0,Shopify Payments,Visa,Standard,Canada,0.0,54.24,0.01724,catering,314,2
13131959795852,2022-06-07 15:14:06+00:00,4097994096780,#19269,baked goods gift box,48.0,Shopify Payments,Visa,Standard,Canada,0.0,54.24,0.01724,catering,314,2
13132118884492,2022-06-07 15:49:40+00:00,4098024374412,#19270,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,45.0,0.05241,cakes,971,2
13132118851724,2022-06-07 15:49:40+00:00,4098024374412,#19270,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,45.0,0.05241,cakes,971,2
13132225052812,2022-06-07 16:09:08+00:00,4098041381004,#19271,chocolate chip cookie cake,22.95,Shopify Payments,Visa,Standard,Canada,0.0,22.95,0.0,cakes,109,1
13132632064140,2022-06-07 17:58:23+00:00,4098139357324,#19273,delivery charge,11.0,Shopify Payments,American Express,Premium,Canada,0.0,71.62,0.01538,delivery,172,1
13132632031372,2022-06-07 17:58:23+00:00,4098139357324,#19273,chocolate raspberry mousse cake,48.0,Shopify Payments,American Express,Premium,Canada,0.0,71.62,0.03055,cakes,726,1
13132646056076,2022-06-07 18:03:56+00:00,4098143944844,#19274,trifle cake,48.0,Shopify Payments,Visa,Standard,Canada,0.0,96.0,0.03797,cakes,494,1
13132646088844,2022-06-07 18:03:56+00:00,4098143944844,#19274,chocolate raspberry mousse cake,48.0,Shopify Payments,Visa,Standard,Canada,0.0,96.0,0.03055,cakes,726,1
13132649398412,2022-06-07 18:05:08+00:00,4098145124492,#19275,chocolate chip cookie cake,68.85,PayPal Payments Standard,PayPal,PayPal,Canada,0.0,181.35,0.0,cakes,109,1
13132658245772,2022-06-07 18:09:17+00:00,4098148499596,#19276,cookie trays  individually wrapped,52.0,Shopify Payments,Mastercard,Standard,Canada,0.0,80.0,0.0238,cookies,176,2
13132658213004,2022-06-07 18:09:17+00:00,4098148499596,#19276,cookie trays  individually wrapped,28.0,Shopify Payments,Mastercard,Standard,Canada,0.0,80.0,0.0238,cookies,176,2
