Sale ID,Date,Order ID,Order,Product,Net sales,Payment type,Credit card,Credit card type,Billing country,Refunds,Net payments,returned_item_rate,product_type,sales_count
13087920095372,2022-06-01T05:55:27-04:00,4089814286476,#19176,buttertarts,22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,147.15,0.02301,pastry,368
13087920160908,2022-06-01T05:55:27-04:00,4089814286476,#19176,buttertarts,22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,147.15,0.02301,pastry,368
13087920193676,2022-06-01T05:55:27-04:00,4089814286476,#19176,baked fruit tart,20.95,Shopify Payments,Mastercard,Standard,Canada,0.0,147.15,0.02238,Dessert,275
13087920029836,2022-06-01T05:55:27-04:00,4089814286476,#19176,baked fruit tart,13.5,Shopify Payments,Mastercard,Standard,Canada,0.0,147.15,0.02238,Dessert,275
13087920062604,2022-06-01T05:55:27-04:00,4089814286476,#19176,breakfast pastry platter,40.0,Shopify Payments,Mastercard,Standard,Canada,0.0,147.15,0.00724,Breakfast,119
13087920128140,2022-06-01T05:55:27-04:00,4089814286476,#19176,buttertarts,22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,147.15,0.02301,pastry,368
13088180994188,2022-06-01T08:08:35-04:00,4089902530700,#19177,sandwich platter,152.0,Manual,,,Canada,0.0,171.76,0.07236,Catering,272
13088418070668,2022-06-01T08:57:25-04:00,4089942933644,#19178,cookie trays  individually wrapped,56.0,PayPal Payments Standard,,,Canada,0.0,63.28,0.0238,Cookies,176
13088634470540,2022-06-01T09:24:44-04:00,4089973964940,#19179,chocolate buttercake,24.0,Shopify Payments,Mastercard,Standard,Canada,0.0,24.0,0.021,Cakes,595
13088779862156,2022-06-01T09:57:28-04:00,4089998246028,#19180,apple raisin walnut loaf,15.95,Manual,,,Canada,0.0,15.95,0.0,,68
13088820592780,2022-06-01T10:16:00-04:00,4090011058316,#19181,coconut cream pie,17.95,Shopify Payments,Mastercard,Standard,Canada,0.0,37.9,0.02169,pie,462
13088820625548,2022-06-01T10:16:00-04:00,4090011058316,#19181,chocolate chip cookie cake,19.95,Shopify Payments,Mastercard,Standard,Canada,0.0,37.9,0.04705,Cookies,109
13088832192652,2022-06-01T10:22:10-04:00,4090015187084,#19182,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,22.5,0.05241,Cakes,971
13088843399308,2022-06-01T10:27:50-04:00,4090018955404,#19183,buttertarts,22.5,Shopify Payments,Visa,Standard,Canada,0.0,40.0,0.02301,pastry,368
13088853065868,2022-06-01T10:33:57-04:00,4090022756492,#19184,vanilla buttercake,48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,48.0,0.046,Cakes,1231
13089177108620,2022-06-01T10:58:55-04:00,4090050150540,#19185,carrot cake,48.0,Manual,,,Canada,0.0,48.0,0.04557,Cakes,483
13089384693900,2022-06-01T11:26:38-04:00,4090080985228,#19186,chocolate salted caramel cake,48.0,Shopify Payments,American Express,Premium,Canada,0.0,48.0,0.03214,Cakes,318
13089701658764,2022-06-01T11:45:37-04:00,4090143211660,#19187,chocolate buttercake,24.0,Shopify Payments,Mastercard,Standard,Canada,0.0,24.0,0.021,Cakes,595
13089803010188,2022-06-01T11:54:52-04:00,4090159562892,#19188,chocolate salted caramel cake,48.0,Manual,,,Canada,0.0,48.0,0.03214,Cakes,318
13090672246924,2022-06-01T12:42:03-04:00,4090474922124,#19189,white chocolate cheesecake  choice of fruit,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.00806,Cakes,127
13090760327308,2022-06-01T12:55:53-04:00,4090509983884,#19190,6 cupcakes,67.5,Shopify Payments,Visa,Standard,Canada,0.0,229.2,0.05241,Cakes,971
13090760261772,2022-06-01T12:55:53-04:00,4090509983884,#19190,cheese platter,92.0,Shopify Payments,Visa,Standard,Canada,0.0,229.2,0.06422,Catering,108
13090760294540,2022-06-01T12:55:53-04:00,4090509983884,#19190,fruit platter,62.0,Shopify Payments,Visa,Standard,Canada,0.0,229.2,0.07428,Catering,177
13091142762636,2022-06-01T13:33:22-04:00,4090590429324,#19191,coconut cream pie,25.95,Manual,,,Canada,0.0,48.95,0.02169,pie,462
13091142729868,2022-06-01T13:33:22-04:00,4090590429324,#19191,6 peanut butter cookies,23.0,Manual,,,Canada,0.0,48.95,0.00671,Cookies,176
13091178709132,2022-06-01T13:41:22-04:00,4090604126348,#19192,white chocolate cheesecake  choice of fruit,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.00806,Cakes,127
13091733930124,2022-06-01T14:23:28-04:00,4090677428364,#19193,chocolate buttercake,59.0,Manual,,,Canada,0.0,59.0,0.021,Cakes,595
13091862184076,2022-06-01T14:58:11-04:00,4090719928460,#19195,chicken pot pie,45.0,Manual,,,Canada,0.0,65.95,0.02407,Savoury,361
13091862216844,2022-06-01T14:58:11-04:00,4090719928460,#19195,guinness  ginger cake,20.95,Manual,,,Canada,0.0,65.95,0.0042,Dessert,439
13091874275468,2022-06-01T15:01:52-04:00,4090724483212,#19196,2lb mac  cheese,22.5,Shopify Payments,Visa,Standard,Canada,0.0,132.45,0.0,Fathers,151
13092045193356,2022-06-01T15:26:10-04:00,4090750173324,#19198,chocolate buttercake,110.0,Shopify Payments,Visa,Standard,Canada,0.0,110.0,0.021,Cakes,595
13092045193356,2022-06-01T15:26:10-04:00,4090750173324,#19198,chocolate buttercake,110.0,Manual,,,Canada,0.0,31.0,0.021,Cakes,595
13092049879180,2022-06-01T15:27:55-04:00,4090751942796,#19199,confetti cake,65.0,Shopify Payments,Visa,Standard,Canada,0.0,65.0,0.0147,Cakes,308
13092050927756,2022-06-01T15:28:16-04:00,4090752368780,#19200,vanilla buttercake,41.0,Manual,,,Canada,0.0,41.0,0.03663,Cakes,1231
13092300882060,2022-06-01T16:27:38-04:00,4090825801868,#19202,chocolate peanut butter cake,48.0,Shopify Payments,Visa,Standard,Canada,0.0,48.0,0.02564,Cakes,179
13092450893964,2022-06-01T17:15:30-04:00,4090873872524,#19203,vegan chocolate cake,55.0,PayPal Payments Standard,,,Canada,0.0,55.0,0.02116,Cakes,222
13092829167756,2022-06-01T18:20:35-04:00,4090945798284,#19204,guinness  ginger cake,20.95,Shopify Payments,Mastercard,Standard,Canada,0.0,20.95,0.0042,Dessert,439
13092957192332,2022-06-01T18:26:56-04:00,4090959659148,#19205,chocolate buttercake,41.0,Shopify Payments,Visa,Standard,Canada,0.0,41.0,0.021,Cakes,595
13092983144588,2022-06-01T18:40:49-04:00,4090968735884,#19206,6 oatmeal raisin cookies,23.0,Shopify Payments,Mastercard,Standard,Canada,0.0,23.0,0.00606,Cookies,99
13093340151948,2022-06-01T19:47:13-04:00,4091024441484,#19207,6 blueberry lemon buns,27.0,Shopify Payments,Visa,Standard,Canada,0.0,134.85,0.05172,Breakfast,66
13093340053644,2022-06-01T19:47:13-04:00,4091024441484,#19207,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,134.85,0.05241,Cakes,971
13093340217484,2022-06-01T19:47:13-04:00,4091024441484,#19207,breakfast pastry platter,40.0,Shopify Payments,Visa,Standard,Canada,0.0,134.85,0.00724,Breakfast,119
13093340119180,2022-06-01T19:47:13-04:00,4091024441484,#19207,strawberry rhubarb pie,19.95,Shopify Payments,Visa,Standard,Canada,0.0,134.85,0.04,pie,120
13093340184716,2022-06-01T19:47:13-04:00,4091024441484,#19207,italian bread,8.7,Shopify Payments,Visa,Standard,Canada,0.0,134.85,0.02873,Bread,140
13093340086412,2022-06-01T19:47:13-04:00,4091024441484,#19207,6 oatmeal raisin cookies,11.5,Shopify Payments,Visa,Standard,Canada,0.0,134.85,0.00606,Cookies,99
13093484757132,2022-06-01T20:26:37-04:00,4091055177868,#19208,cookie trays  individually wrapped,28.0,Shopify Payments,Mastercard,Standard,Canada,0.0,31.64,0.0238,Cookies,176
13093659377804,2022-06-01T21:54:12-04:00,4091115012236,#19209,confetti cake,65.0,Shopify Payments,Visa,Standard,Canada,0.0,65.0,0.0147,Cakes,308
13093659377804,2022-06-01T21:54:12-04:00,4091115012236,#19209,confetti cake,65.0,Shopify Payments,Visa,Standard,Canada,0.0,5.0,0.0147,Cakes,308
13095284506764,2022-06-02T10:16:18-04:00,4091555741836,#19210,vanilla buttercake,24.0,Shopify Payments,Visa,Standard,Canada,0.0,24.0,0.03663,Cakes,1231
13095294828684,2022-06-02T10:21:28-04:00,4091559379084,#19211,vanilla buttercake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.046,Cakes,1231
13095359447180,2022-06-02T10:51:43-04:00,4091584118924,#19212,trifle cake,32.0,Shopify Payments,American Express,Premium,Canada,0.0,32.0,0.03797,Cakes,494
13095438188684,2022-06-02T11:27:27-04:00,4091612692620,#19213,trifle cake,65.0,Manual,,,Canada,0.0,65.0,0.03797,Cakes,494
13095581909132,2022-06-02T12:34:56-04:00,4091665219724,#19214,vanilla buttercake,65.0,Manual,,,Canada,0.0,65.0,0.046,Cakes,1231
13095612416140,2022-06-02T12:48:01-04:00,4091676295308,#19215,chocolate raspberry mousse cake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.03055,Cakes,726
13095703511180,2022-06-02T13:25:15-04:00,4091706900620,#19216,6 cupcakes,22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,22.5,0.05241,Cakes,971
13095753449612,2022-06-02T13:46:34-04:00,4091725119628,#19217,chicken pot pie,45.0,Shopify Payments,Mastercard,Standard,Canada,0.0,68.5,0.02407,Savoury,361
13095753482380,2022-06-02T13:46:34-04:00,4091725119628,#19217,quiche,23.5,Shopify Payments,Mastercard,Standard,Canada,0.0,68.5,0.02377,savoury,865
13095807615116,2022-06-02T14:09:13-04:00,4091743895692,#19218,vanilla buttercake,24.0,Shopify Payments,Visa,Standard,Canada,0.0,24.0,0.03663,Cakes,1231
13095905362060,2022-06-02T14:54:53-04:00,4091779940492,#19219,quiche,23.5,Manual,,,Canada,0.0,23.5,0.02377,savoury,865
13096234385548,2022-06-02T15:35:15-04:00,4091828600972,#19220,8inch lemon meringue pie,15.95,Manual,,,Canada,0.0,63.95,0.0,,313
13096234352780,2022-06-02T15:35:15-04:00,4091828600972,#19220,carrot cake,48.0,Manual,,,Canada,0.0,63.95,0.04557,Cakes,483
13096258994316,2022-06-02T15:48:32-04:00,4091838693516,#19221,baked fruit tart,20.95,Manual,,,Canada,0.0,20.95,0.02238,Dessert,275
13098928504972,2022-06-02T16:40:05-04:00,4092052897932,#19222,chocolate salted caramel cake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.03214,Cakes,318
13099360583820,2022-06-02T16:47:31-04:00,4075328962700,#19037,italian bread,-4.35,Shopify Payments,Visa,Standard,Canada,-4.35,-4.35,0.02873,Bread,140
13099717099660,2022-06-02T17:20:12-04:00,4092123119756,#19223,vegan chocolate cake,55.0,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.02116,Cakes,222
13099717099660,2022-06-02T17:20:12-04:00,4092123119756,#19223,vegan chocolate cake,55.0,Shopify Payments,Mastercard,Standard,Canada,-42.5,-42.5,0.02116,Cakes,222
13099717165196,2022-06-02T17:20:12-04:00,4092123119756,#19223,carrot cake,48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.04557,Cakes,483
13099717165196,2022-06-02T17:20:12-04:00,4092123119756,#19223,carrot cake,48.0,Shopify Payments,Mastercard,Standard,Canada,-42.5,-42.5,0.04557,Cakes,483
13099717132428,2022-06-02T17:20:12-04:00,4092123119756,#19223,lemon cheesecake,68.0,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.04347,Cakes,109
13099717132428,2022-06-02T17:20:12-04:00,4092123119756,#19223,lemon cheesecake,68.0,Shopify Payments,Mastercard,Standard,Canada,-42.5,-42.5,0.04347,Cakes,109
13099717197964,2022-06-02T17:20:12-04:00,4092123119756,#19223,6 cupcakes,22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.05241,Cakes,971
13099717197964,2022-06-02T17:20:12-04:00,4092123119756,#19223,6 cupcakes,22.5,Shopify Payments,Mastercard,Standard,Canada,-42.5,-42.5,0.05241,Cakes,971
13099726733452,2022-06-02T17:25:59-04:00,4092126658700,#19224,vanilla vegan cake,55.0,PayPal Payments Standard,,,Canada,0.0,55.0,0.02419,Cakes,149
13100401164428,2022-06-02T18:15:15-04:00,4092194324620,#19225,baked fruit tart,40.5,Shopify Payments,Mastercard,Standard,Canada,0.0,40.5,0.02238,Dessert,275
13102664876172,2022-06-02T18:55:50-04:00,4092340568204,#19226,chocolate raspberry mousse cake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.03055,Cakes,726
13115476639884,2022-06-03T08:51:30-04:00,4093294084236,#19228,confetti cake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.0147,Cakes,308
13116317597836,2022-06-03T11:40:22-04:00,4093446488204,#19230,vanilla buttercake,48.0,Manual,,,Canada,0.0,48.0,0.046,Cakes,1231
13116749381772,2022-06-03T14:06:59-04:00,4093573038220,#19231,vanilla buttercake,1300.0,Manual,,,Canada,0.0,1300.0,0.046,Cakes,1231
13116977774732,2022-06-03T15:45:25-04:00,4093652074636,#19233,buttertarts,45.0,Manual,,,Canada,0.0,135.0,0.02301,pastry,368
13116977741964,2022-06-03T15:45:25-04:00,4093652074636,#19233,buttertarts,45.0,Manual,,,Canada,0.0,135.0,0.02301,pastry,368
13116977709196,2022-06-03T15:45:25-04:00,4093652074636,#19233,buttertarts,45.0,Manual,,,Canada,0.0,135.0,0.02301,pastry,368
13117170155660,2022-06-03T16:50:58-04:00,4093706207372,#19234,chocolate raspberry mousse cake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.02836,Cakes,726
13117228941452,2022-06-03T17:22:38-04:00,4093728293004,#19235,carrot cake,70.0,Shopify Payments,Mastercard,Standard,Canada,0.0,70.0,0.04557,Cakes,483
13117366403212,2022-06-03T18:41:03-04:00,4093775970444,#19236,baked fruit tart,13.5,Shopify Payments,Mastercard,Standard,Canada,0.0,41.45,0.02238,Dessert,275
13117366435980,2022-06-03T18:41:03-04:00,4093775970444,#19236,apple pie,27.95,Shopify Payments,Mastercard,Standard,Canada,0.0,41.45,0.0172,pie,888
13117432463500,2022-06-03T19:13:04-04:00,4093795336332,#19237,chocolate raspberry mousse cake,48.0,PayPal Payments Standard,,,Canada,0.0,48.0,0.03055,Cakes,726
13118930747532,2022-06-03T23:48:22-04:00,4093996400780,#19238,multigrain sourdough,14.5,Shopify Payments,Visa,Standard,Canada,0.0,27.0,0.00433,Bread,309
13119717245068,2022-06-04T10:00:04-04:00,4094292787340,#19239,6 white chocolate cranberry scones,22.5,PayPal Payments Standard,,,Canada,0.0,44.8,0.01704,scones,143
13119717310604,2022-06-04T10:00:04-04:00,4094292787340,#19239,coconut cream pie,17.95,PayPal Payments Standard,,,Canada,0.0,44.8,0.02169,pie,462
13119717277836,2022-06-04T10:00:04-04:00,4094292787340,#19239,italian bread,4.35,PayPal Payments Standard,,,Canada,0.0,44.8,0.02873,Bread,140
13120022347916,2022-06-04T12:38:39-04:00,4094411800716,#19240,chocolate raspberry mousse cake,48.0,Manual,,,Canada,0.0,54.7,0.02836,Cakes,726
13120053248140,2022-06-04T12:56:50-04:00,4094424252556,#19241,baileys  coffee cake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.04102,Cakes,233
13120143163532,2022-06-04T13:41:15-04:00,4094458232972,#19242,carrot cake,48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,48.0,0.04557,Cakes,483
13120143163532,2022-06-04T13:41:15-04:00,4094458232972,#19242,carrot cake,48.0,Shopify Payments,Mastercard,Standard,Canada,-48.0,-48.0,0.04557,Cakes,483
13120196640908,2022-06-04T14:06:03-04:00,4094478712972,#19243,quiche,23.5,Manual,,,Canada,0.0,104.0,0.02377,savoury,865
13120196706444,2022-06-04T14:06:03-04:00,4094478712972,#19243,6 buttermilk biscuits,33.5,Manual,,,Canada,0.0,104.0,0.0,scones,65
13120196673676,2022-06-04T14:06:03-04:00,4094478712972,#19243,quiche,23.5,Manual,,,Canada,0.0,104.0,0.02377,savoury,865
13120196608140,2022-06-04T14:06:03-04:00,4094478712972,#19243,quiche,23.5,Manual,,,Canada,0.0,104.0,0.02377,savoury,865
13120389480588,2022-06-04T15:43:27-04:00,4094549000332,#19244,carrot cake,32.0,Manual,,,Canada,0.0,32.0,0.0,,483
13120415793292,2022-06-04T15:57:03-04:00,4094559518860,#19245,chocolate chip cookie cake,19.95,Shopify Payments,Visa,Standard,Canada,0.0,19.95,0.04705,Cookies,109
13120417464460,2022-06-04T15:57:52-04:00,4094560206988,#19246,6 cupcakes,22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,22.5,0.05241,Cakes,971
13120904921228,2022-06-04T21:12:34-04:00,4094741217420,#19247,6 oatmeal chocolate chip cookies,6.95,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.04054,Cookies,106
13120905150604,2022-06-04T21:12:34-04:00,4094741217420,#19247,2lb mac  cheese,22.5,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.0,Fathers,151
13120905117836,2022-06-04T21:12:34-04:00,4094741217420,#19247,charcuterie board,15.0,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.04046,Savoury,188
13120904986764,2022-06-04T21:12:34-04:00,4094741217420,#19247,6 carrot ginger pecan muffins,15.5,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.01449,muffin,63
13120904953996,2022-06-04T21:12:34-04:00,4094741217420,#19247,crostini,7.95,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.02013,Bread,189
13120904953996,2022-06-04T21:12:34-04:00,4094741217420,#19247,crostini,7.95,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.02013,,189
13120905052300,2022-06-04T21:12:34-04:00,4094741217420,#19247,creamy tomato soup,12.0,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.10156,Savoury,98
13120905085068,2022-06-04T21:12:34-04:00,4094741217420,#19247,quiche,23.5,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.02377,savoury,865
13120905019532,2022-06-04T21:12:34-04:00,4094741217420,#19247,chicken pot pie,15.25,Shopify Payments,Visa,Standard,Canada,0.0,136.45,0.02407,Savoury,361
13123544023180,2022-06-05T09:10:21-04:00,4095339954316,#19248,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,45.0,0.05241,Cakes,971
13123543990412,2022-06-05T09:10:21-04:00,4095339954316,#19248,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,45.0,0.05241,Cakes,971
13123834019980,2022-06-05T12:09:07-04:00,4095449071756,#19249,vanilla buttercake,24.0,Shopify Payments,Mastercard,Standard,Canada,0.0,24.0,0.03663,Cakes,1231
13123990061196,2022-06-05T13:32:08-04:00,4095505465484,#19250,6 croissants,23.7,Shopify Payments,Visa,Standard,Canada,0.0,55.75,0.02898,Breakfast,136
13123989962892,2022-06-05T13:32:08-04:00,4095505465484,#19250,challah,8.25,Shopify Payments,Visa,Standard,Canada,0.0,55.75,0.02298,Bread,68
13123989995660,2022-06-05T13:32:08-04:00,4095505465484,#19250,sourdough bread,5.95,Shopify Payments,Visa,Standard,Canada,0.0,55.75,0.00844,Bread,333
13123990028428,2022-06-05T13:32:08-04:00,4095505465484,#19250,whole wheat bread,17.85,Shopify Payments,Visa,Standard,Canada,0.0,55.75,0.01891,Bread,214
13124476993676,2022-06-05T16:52:37-04:00,4091676295308,#19215,chocolate raspberry mousse cake,-32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.03055,Cakes,726
13124732387468,2022-06-05T19:57:10-04:00,4095741689996,#19252,baked goods gift box,48.0,Shopify Payments,Visa,Standard,Canada,0.0,54.24,0.01724,Cookies,314
13124732387468,2022-06-05T19:57:10-04:00,4095741689996,#19252,baked goods gift box,48.0,Shopify Payments,Visa,Standard,Canada,0.0,54.24,0.01724,,314
13124732387468,2022-06-05T19:57:10-04:00,4095741689996,#19252,baked goods gift box,48.0,Shopify Payments,Visa,Standard,Canada,0.0,12.43,0.01724,Cookies,314
13124732387468,2022-06-05T19:57:10-04:00,4095741689996,#19252,baked goods gift box,48.0,Shopify Payments,Visa,Standard,Canada,0.0,12.43,0.01724,,314
13125141627020,2022-06-05T20:57:47-04:00,4095895470220,#19253,vanilla buttercake,24.0,Shopify Payments,Visa,Standard,Canada,0.0,24.0,0.03663,Cakes,1231
13127680950412,2022-06-06T07:54:57-04:00,4096902693004,#19254,chocolate buttercake,24.0,PayPal Payments Standard,,,Canada,0.0,24.0,0.021,Cakes,595
13127706476684,2022-06-06T08:11:07-04:00,4096911278220,#19255,chocolate raspberry mousse cake,48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,48.0,0.03055,Cakes,726
13127993393292,2022-06-06T10:48:21-04:00,4097017741452,#19256,chocolate raspberry mousse cake,48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,48.0,0.03055,Cakes,726
13128424030348,2022-06-06T13:20:11-04:00,4097158840460,#19257,fruit platter,62.0,Shopify Payments,Visa,Standard,Canada,0.0,192.1,0.07428,Catering,177
13128424063116,2022-06-06T13:20:11-04:00,4097158840460,#19257,crudit platter,36.0,Shopify Payments,Visa,Standard,Canada,0.0,192.1,0.05045,Catering,434
13128424063116,2022-06-06T13:20:11-04:00,4097158840460,#19257,crudit platter,36.0,Shopify Payments,Visa,Standard,Canada,0.0,192.1,0.05045,,434
13128423997580,2022-06-06T13:20:11-04:00,4097158840460,#19257,breakfast pastry platter,72.0,Shopify Payments,Visa,Standard,Canada,0.0,192.1,0.00724,Breakfast,119
13128577319052,2022-06-06T14:19:16-04:00,4097208483980,#19258,caramel chocolate chunk cheesecake,65.0,Shopify Payments,Visa,Standard,Canada,0.0,65.0,0.04524,cake,258
13128639971468,2022-06-06T14:44:47-04:00,4097228308620,#19259,6 peanut butter hello dolly squares gluten free,23.7,Shopify Payments,Visa,Standard,Canada,0.0,98.7,0.04918,,54
13128639873164,2022-06-06T14:44:47-04:00,4097228308620,#19259,6 brownies,17.5,Shopify Payments,Visa,Standard,Canada,0.0,98.7,0.0505,Squares,181
13128639905932,2022-06-06T14:44:47-04:00,4097228308620,#19259,6 lemon squares,17.5,Shopify Payments,Visa,Standard,Canada,0.0,98.7,0.0238,Squares,84
13128639840396,2022-06-06T14:44:47-04:00,4097228308620,#19259,buttertarts,22.5,Shopify Payments,Visa,Standard,Canada,0.0,98.7,0.02301,pastry,368
13128659566732,2022-06-06T14:52:31-04:00,4097234993292,#19260,trifle cake,32.0,Shopify Payments,Mastercard,Standard,Canada,0.0,32.0,0.03797,Cakes,494
13128809775244,2022-06-06T15:50:44-04:00,4097282703500,#19261,vanilla vegan cake,80.0,Shopify Payments,Visa,Standard,Canada,0.0,80.0,0.02419,Cakes,149
13128809775244,2022-06-06T15:50:44-04:00,4097282703500,#19261,vanilla vegan cake,80.0,Shopify Payments,Visa,Standard,Canada,0.0,5.0,0.02419,Cakes,149
13128954413196,2022-06-06T16:59:29-04:00,4097334411404,#19262,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,22.5,0.05241,Cakes,971
13129025290380,2022-06-06T17:31:21-04:00,4097356267660,#19263,chocolate buttercake,41.0,Shopify Payments,Visa,Standard,Canada,0.0,41.0,0.021,Cakes,595
13129025290380,2022-06-06T17:31:21-04:00,4097356267660,#19263,chocolate buttercake,41.0,Manual,,,Canada,0.0,7.0,0.021,Cakes,595
13129142337676,2022-06-06T18:02:15-04:00,4097380417676,#19264,6 macarons,17.7,Shopify Payments,Mastercard,Standard,Canada,0.0,17.7,0.09871,Cookies,197
13131200823436,2022-06-07T08:05:05-04:00,4097282703500,#19261,vegan chocolate cake,85.0,Shopify Payments,Visa,Standard,Canada,0.0,80.0,0.02116,Cakes,222
13131200823436,2022-06-07T08:05:05-04:00,4097282703500,#19261,vegan chocolate cake,85.0,Shopify Payments,Visa,Standard,Canada,0.0,5.0,0.02116,Cakes,222
13131200856204,2022-06-07T08:05:05-04:00,4097282703500,#19261,vanilla vegan cake,-80.0,Shopify Payments,Visa,Standard,Canada,0.0,80.0,0.02419,Cakes,149
13131200856204,2022-06-07T08:05:05-04:00,4097282703500,#19261,vanilla vegan cake,-80.0,Shopify Payments,Visa,Standard,Canada,0.0,5.0,0.02419,Cakes,149
13131255840908,2022-06-07T08:35:14-04:00,4094458232972,#19242,carrot cake,-48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,48.0,0.04557,Cakes,483
13131255840908,2022-06-07T08:35:14-04:00,4094458232972,#19242,carrot cake,-48.0,Shopify Payments,Mastercard,Standard,Canada,-48.0,-48.0,0.04557,Cakes,483
13131256103052,2022-06-07T08:35:20-04:00,4097867972748,#19265,6 sprinkle shortbread,36.0,Shopify Payments,Mastercard,Standard,Canada,0.0,38.4,0.0054,Cookies,106
13131598921868,2022-06-07T10:11:22-04:00,4092123119756,#19223,lemon cheesecake,48.0,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.04347,Cakes,109
13131598921868,2022-06-07T10:11:22-04:00,4092123119756,#19223,lemon cheesecake,48.0,Shopify Payments,Mastercard,Standard,Canada,-42.5,-42.5,0.04347,Cakes,109
13131598954636,2022-06-07T10:11:22-04:00,4092123119756,#19223,6 cupcakes,-22.5,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.05241,Cakes,971
13131598954636,2022-06-07T10:11:22-04:00,4092123119756,#19223,6 cupcakes,-22.5,Shopify Payments,Mastercard,Standard,Canada,-42.5,-42.5,0.05241,Cakes,971
13131598987404,2022-06-07T10:11:22-04:00,4092123119756,#19223,lemon cheesecake,-68.0,Shopify Payments,Mastercard,Standard,Canada,0.0,193.5,0.04347,Cakes,109
13131598987404,2022-06-07T10:11:22-04:00,4092123119756,#19223,lemon cheesecake,-68.0,Shopify Payments,Mastercard,Standard,Canada,-42.5,-42.5,0.04347,Cakes,109
13131890786444,2022-06-07T10:54:15-04:00,4097978237068,#19266,trifle cake,48.0,Shopify Payments,Visa,Standard,Canada,0.0,48.0,0.03797,Cakes,494
13131918934156,2022-06-07T10:59:09-04:00,4097982201996,#19267,caramel chocolate chunk cheesecake,32.0,Shopify Payments,Visa,Standard,Canada,0.0,32.0,0.04524,cake,258
13131920703628,2022-06-07T11:00:07-04:00,4097982890124,#19268,24 piece square tray,39.0,Shopify Payments,Visa,Standard,Canada,0.0,44.07,0.05508,Catering,452
13131920703628,2022-06-07T11:00:07-04:00,4097982890124,#19268,24 piece square tray,39.0,Shopify Payments,Visa,Standard,Canada,0.0,44.07,0.05508,,452
13131959795852,2022-06-07T11:14:06-04:00,4097994096780,#19269,baked goods gift box,48.0,Shopify Payments,Visa,Standard,Canada,0.0,54.24,0.01724,Cookies,314
13131959795852,2022-06-07T11:14:06-04:00,4097994096780,#19269,baked goods gift box,48.0,Shopify Payments,Visa,Standard,Canada,0.0,54.24,0.01724,,314
13132118884492,2022-06-07T11:49:40-04:00,4098024374412,#19270,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,45.0,0.05241,Cakes,971
13132118851724,2022-06-07T11:49:40-04:00,4098024374412,#19270,6 cupcakes,22.5,Shopify Payments,Visa,Standard,Canada,0.0,45.0,0.05241,Cakes,971
13132225052812,2022-06-07T12:09:08-04:00,4098041381004,#19271,chocolate chip cookie cake,22.95,Shopify Payments,Visa,Standard,Canada,0.0,22.95,0.0,fathers,109
13132632064140,2022-06-07T13:58:23-04:00,4098139357324,#19273,delivery charge,11.0,Shopify Payments,American Express,Premium,Canada,0.0,71.62,0.01538,,172
